IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.217.239.116,2052,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,6359 kB/s
8.218.65.171,2095,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,6329 kB/s
47.76.225.255,80,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,6327 kB/s
8.218.243.95,2082,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,6305 kB/s
47.236.10.100,2052,TRUE,SIN,Asia Pacific,Singapore,267 ms,6300 kB/s
47.236.169.164,2082,TRUE,SIN,Asia Pacific,Singapore,276 ms,6287 kB/s
8.218.65.237,2082,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,6285 kB/s
47.242.174.27,2082,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,6265 kB/s
47.236.10.182,2052,TRUE,SIN,Asia Pacific,Singapore,295 ms,6265 kB/s
8.210.207.214,2052,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,6219 kB/s
47.236.118.216,8080,TRUE,SIN,Asia Pacific,Singapore,267 ms,6215 kB/s
47.237.11.182,8080,TRUE,SIN,Asia Pacific,Singapore,276 ms,6198 kB/s
47.236.149.107,2082,TRUE,SIN,Asia Pacific,Singapore,264 ms,6176 kB/s
8.219.189.143,2086,TRUE,SIN,Asia Pacific,Singapore,267 ms,6174 kB/s
47.237.11.182,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,6144 kB/s
8.217.149.28,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,6126 kB/s
8.218.3.198,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,6118 kB/s
47.237.100.206,8880,TRUE,SIN,Asia Pacific,Singapore,269 ms,6118 kB/s
47.76.98.98,2052,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,6099 kB/s
47.236.170.54,8080,TRUE,SIN,Asia Pacific,Singapore,265 ms,6079 kB/s
47.76.146.1,2052,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,6073 kB/s
47.236.169.164,2095,TRUE,SIN,Asia Pacific,Singapore,269 ms,6040 kB/s
47.237.95.146,8880,TRUE,SIN,Asia Pacific,Singapore,269 ms,6019 kB/s
8.219.113.232,2082,TRUE,SIN,Asia Pacific,Singapore,270 ms,6017 kB/s
47.238.40.58,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,6011 kB/s
8.218.126.53,2082,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,5983 kB/s
47.76.33.40,2052,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,5975 kB/s
8.217.154.218,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,5959 kB/s
47.236.145.85,8880,TRUE,SIN,Asia Pacific,Singapore,268 ms,5954 kB/s
47.242.174.27,2052,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,5938 kB/s
47.76.225.255,2052,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,5929 kB/s
47.242.59.216,2052,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,5921 kB/s
8.217.193.25,2052,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,5917 kB/s
47.76.204.76,2052,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,5916 kB/s
47.76.204.76,8880,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,5871 kB/s
47.236.144.48,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,5865 kB/s
8.210.65.1,2082,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,5853 kB/s
8.218.48.92,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,5842 kB/s
47.238.6.58,2052,TRUE,HKG,Asia Pacific,Hong Kong,73 ms,5817 kB/s
47.76.192.24,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,5789 kB/s
8.217.251.62,2082,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,5769 kB/s
47.76.26.26,2052,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,5699 kB/s
47.242.234.127,80,TRUE,HKG,Asia Pacific,Hong Kong,54 ms,5686 kB/s
8.219.67.133,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,5679 kB/s
8.218.8.142,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,5672 kB/s
47.76.33.40,8080,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,5665 kB/s
8.218.155.238,80,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,5661 kB/s
47.237.95.146,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,5657 kB/s
8.218.3.198,80,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,5647 kB/s
8.219.113.232,8880,TRUE,SIN,Asia Pacific,Singapore,280 ms,5601 kB/s
47.236.189.92,2082,TRUE,SIN,Asia Pacific,Singapore,264 ms,5566 kB/s
47.236.150.13,8080,TRUE,SIN,Asia Pacific,Singapore,288 ms,5547 kB/s
8.218.188.129,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,5525 kB/s
47.236.166.131,2082,TRUE,SIN,Asia Pacific,Singapore,266 ms,5515 kB/s
47.236.144.156,2095,TRUE,SIN,Asia Pacific,Singapore,272 ms,5503 kB/s
47.237.95.13,8880,TRUE,SIN,Asia Pacific,Singapore,276 ms,5503 kB/s
47.236.165.25,2095,TRUE,SIN,Asia Pacific,Singapore,269 ms,5502 kB/s
8.218.11.90,2082,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,5494 kB/s
8.219.189.143,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,5480 kB/s
47.242.107.109,2086,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,5470 kB/s
47.245.126.151,8880,TRUE,SIN,Asia Pacific,Singapore,292 ms,5454 kB/s
47.236.170.54,8880,TRUE,SIN,Asia Pacific,Singapore,269 ms,5446 kB/s
47.236.169.164,8880,TRUE,SIN,Asia Pacific,Singapore,277 ms,5444 kB/s
8.218.18.235,2086,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,5436 kB/s
47.238.43.79,8880,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,5433 kB/s
8.219.189.143,2052,TRUE,SIN,Asia Pacific,Singapore,273 ms,5430 kB/s
47.237.10.1,2095,TRUE,SIN,Asia Pacific,Singapore,279 ms,5408 kB/s
47.236.205.188,80,TRUE,SIN,Asia Pacific,Singapore,269 ms,5395 kB/s
8.219.110.81,2095,TRUE,SIN,Asia Pacific,Singapore,270 ms,5375 kB/s
47.236.5.223,2052,TRUE,SIN,Asia Pacific,Singapore,273 ms,5356 kB/s
47.236.117.48,2086,TRUE,SIN,Asia Pacific,Singapore,269 ms,5327 kB/s
47.236.237.90,2052,TRUE,SIN,Asia Pacific,Singapore,266 ms,5300 kB/s
47.236.237.90,2095,TRUE,SIN,Asia Pacific,Singapore,270 ms,5283 kB/s
47.237.95.146,2086,TRUE,SIN,Asia Pacific,Singapore,279 ms,5277 kB/s
8.219.113.232,80,TRUE,SIN,Asia Pacific,Singapore,280 ms,5274 kB/s
47.236.165.25,80,TRUE,SIN,Asia Pacific,Singapore,267 ms,5273 kB/s
8.218.65.171,8880,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,5256 kB/s
47.237.86.185,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,5241 kB/s
8.210.65.1,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,5235 kB/s
47.236.150.13,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,5234 kB/s
47.236.118.216,80,TRUE,SIN,Asia Pacific,Singapore,288 ms,5228 kB/s
8.218.146.204,2086,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,5219 kB/s
47.237.0.31,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,5215 kB/s
47.236.169.164,2086,TRUE,SIN,Asia Pacific,Singapore,280 ms,5200 kB/s
8.219.67.133,2086,TRUE,SIN,Asia Pacific,Singapore,273 ms,5190 kB/s
8.218.18.132,2082,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,5189 kB/s
47.76.94.15,2082,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,5179 kB/s
47.236.83.239,2052,TRUE,SIN,Asia Pacific,Singapore,279 ms,5178 kB/s
47.237.125.8,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,5175 kB/s
8.218.122.55,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,5161 kB/s
47.236.149.107,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,5156 kB/s
47.236.144.208,8880,TRUE,SIN,Asia Pacific,Singapore,277 ms,5156 kB/s
47.236.172.71,2095,TRUE,SIN,Asia Pacific,Singapore,272 ms,5149 kB/s
47.236.144.208,2082,TRUE,SIN,Asia Pacific,Singapore,287 ms,5136 kB/s
47.236.170.54,80,TRUE,SIN,Asia Pacific,Singapore,264 ms,5133 kB/s
8.219.67.133,2052,TRUE,SIN,Asia Pacific,Singapore,274 ms,5118 kB/s
47.236.102.102,2086,TRUE,SIN,Asia Pacific,Singapore,287 ms,5117 kB/s
8.217.145.40,8080,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,5100 kB/s
47.236.10.100,2086,TRUE,SIN,Asia Pacific,Singapore,272 ms,5097 kB/s
47.243.74.220,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,5091 kB/s
47.238.43.79,80,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,5071 kB/s
8.218.52.115,2082,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,5058 kB/s
47.237.83.20,2095,TRUE,SIN,Asia Pacific,Singapore,278 ms,5056 kB/s
47.237.83.20,80,TRUE,SIN,Asia Pacific,Singapore,269 ms,5049 kB/s
47.236.104.11,2095,TRUE,SIN,Asia Pacific,Singapore,276 ms,5045 kB/s
47.236.80.110,2095,TRUE,SIN,Asia Pacific,Singapore,277 ms,5045 kB/s
47.237.100.206,2095,TRUE,SIN,Asia Pacific,Singapore,269 ms,5041 kB/s
8.210.3.24,2082,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,5036 kB/s
8.210.34.188,2052,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,5036 kB/s
47.76.159.146,2082,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,5035 kB/s
47.236.104.11,2082,TRUE,SIN,Asia Pacific,Singapore,292 ms,5028 kB/s
47.236.144.156,2082,TRUE,SIN,Asia Pacific,Singapore,273 ms,5027 kB/s
47.236.170.54,2086,TRUE,SIN,Asia Pacific,Singapore,264 ms,5015 kB/s
47.237.8.82,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,5009 kB/s
47.236.123.133,2082,TRUE,SIN,Asia Pacific,Singapore,282 ms,4999 kB/s
47.236.150.13,2095,TRUE,SIN,Asia Pacific,Singapore,282 ms,4992 kB/s
47.236.150.13,80,TRUE,SIN,Asia Pacific,Singapore,283 ms,4992 kB/s
47.236.104.11,8880,TRUE,SIN,Asia Pacific,Singapore,291 ms,4971 kB/s
47.236.104.11,80,TRUE,SIN,Asia Pacific,Singapore,283 ms,4967 kB/s
47.238.6.58,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,4954 kB/s
8.222.237.131,80,TRUE,SIN,Asia Pacific,Singapore,282 ms,4949 kB/s
47.243.60.150,2082,TRUE,HKG,Asia Pacific,Hong Kong,72 ms,4937 kB/s
8.217.159.210,2095,TRUE,HKG,Asia Pacific,Hong Kong,53 ms,4933 kB/s
47.236.97.90,2086,TRUE,SIN,Asia Pacific,Singapore,277 ms,4925 kB/s
47.236.118.216,8880,TRUE,SIN,Asia Pacific,Singapore,284 ms,4899 kB/s
47.236.237.90,2082,TRUE,SIN,Asia Pacific,Singapore,266 ms,4897 kB/s
47.236.75.152,2086,TRUE,SIN,Asia Pacific,Singapore,276 ms,4884 kB/s
8.217.145.40,2095,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,4857 kB/s
47.236.172.71,8080,TRUE,SIN,Asia Pacific,Singapore,279 ms,4852 kB/s
8.217.72.0,80,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,4849 kB/s
8.218.65.237,80,TRUE,HKG,Asia Pacific,Hong Kong,71 ms,4848 kB/s
8.217.50.252,2082,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,4845 kB/s
47.236.164.215,2052,TRUE,SIN,Asia Pacific,Singapore,273 ms,4834 kB/s
47.237.86.185,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,4830 kB/s
47.236.150.13,2052,TRUE,SIN,Asia Pacific,Singapore,267 ms,4826 kB/s
47.236.146.249,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,4825 kB/s
47.236.166.131,2052,TRUE,SIN,Asia Pacific,Singapore,262 ms,4819 kB/s
47.237.14.220,2095,TRUE,SIN,Asia Pacific,Singapore,283 ms,4813 kB/s
47.237.14.220,80,TRUE,SIN,Asia Pacific,Singapore,291 ms,4808 kB/s
47.236.144.196,80,TRUE,SIN,Asia Pacific,Singapore,272 ms,4802 kB/s
47.236.80.110,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,4801 kB/s
47.236.237.90,8880,TRUE,SIN,Asia Pacific,Singapore,266 ms,4799 kB/s
47.236.165.25,2082,TRUE,SIN,Asia Pacific,Singapore,266 ms,4798 kB/s
8.219.67.133,8880,TRUE,SIN,Asia Pacific,Singapore,266 ms,4795 kB/s
8.218.52.115,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,4794 kB/s
8.217.250.222,2082,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,4790 kB/s
8.219.67.133,80,TRUE,SIN,Asia Pacific,Singapore,265 ms,4789 kB/s
47.236.5.223,8880,TRUE,SIN,Asia Pacific,Singapore,273 ms,4786 kB/s
47.236.144.196,2052,TRUE,SIN,Asia Pacific,Singapore,275 ms,4785 kB/s
47.236.117.48,8880,TRUE,SIN,Asia Pacific,Singapore,282 ms,4771 kB/s
47.76.192.24,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4771 kB/s
47.243.107.148,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,4765 kB/s
8.217.250.222,2086,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,4764 kB/s
47.236.75.113,8880,TRUE,SIN,Asia Pacific,Singapore,277 ms,4758 kB/s
47.237.11.182,8880,TRUE,SIN,Asia Pacific,Singapore,274 ms,4751 kB/s
8.210.3.24,2086,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,4742 kB/s
47.236.169.141,80,TRUE,SIN,Asia Pacific,Singapore,275 ms,4739 kB/s
47.237.10.1,2086,TRUE,SIN,Asia Pacific,Singapore,277 ms,4738 kB/s
47.237.95.146,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,4734 kB/s
47.236.121.23,8080,TRUE,SIN,Asia Pacific,Singapore,289 ms,4729 kB/s
8.210.65.1,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4722 kB/s
47.237.121.38,8080,TRUE,SIN,Asia Pacific,Singapore,274 ms,4718 kB/s
47.236.172.95,80,TRUE,SIN,Asia Pacific,Singapore,281 ms,4717 kB/s
47.236.170.54,2052,TRUE,SIN,Asia Pacific,Singapore,270 ms,4716 kB/s
8.219.110.81,2052,TRUE,SIN,Asia Pacific,Singapore,269 ms,4706 kB/s
47.236.171.205,2086,TRUE,SIN,Asia Pacific,Singapore,274 ms,4685 kB/s
47.238.43.79,2086,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,4685 kB/s
47.236.123.133,2086,TRUE,SIN,Asia Pacific,Singapore,285 ms,4684 kB/s
47.236.118.216,2082,TRUE,SIN,Asia Pacific,Singapore,277 ms,4677 kB/s
47.236.75.113,2082,TRUE,SIN,Asia Pacific,Singapore,272 ms,4675 kB/s
47.236.10.100,8080,TRUE,SIN,Asia Pacific,Singapore,274 ms,4671 kB/s
47.236.10.182,2095,TRUE,SIN,Asia Pacific,Singapore,278 ms,4667 kB/s
47.236.237.90,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,4662 kB/s
8.217.91.121,2082,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,4654 kB/s
