IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.240.160,2095,TRUE,SIN,Asia Pacific,Singapore,267 ms,1352 kB/s
8.218.18.132,80,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,1337 kB/s
47.243.90.180,8080,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,1307 kB/s
47.76.33.40,2095,TRUE,HKG,Asia Pacific,Hong Kong,72 ms,1304 kB/s
8.219.240.160,80,TRUE,SIN,Asia Pacific,Singapore,274 ms,1299 kB/s
47.76.225.255,8080,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1284 kB/s
8.218.65.171,2082,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,1284 kB/s
8.217.91.121,2086,TRUE,HKG,Asia Pacific,Hong Kong,70 ms,1267 kB/s
47.242.202.230,2082,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,1255 kB/s
8.218.65.171,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,1240 kB/s
8.217.145.40,2086,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1214 kB/s
47.243.169.63,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,1199 kB/s
8.209.119.190,80,TRUE,SJC,North America,San Jose,248 ms,1197 kB/s
47.76.32.108,2086,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1177 kB/s
8.218.8.142,8880,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,1172 kB/s
47.237.95.146,2052,TRUE,SIN,Asia Pacific,Singapore,282 ms,1146 kB/s
8.218.155.238,2082,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1126 kB/s
8.210.175.109,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,1116 kB/s
8.217.66.3,2095,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,1092 kB/s
8.219.240.160,8880,TRUE,SIN,Asia Pacific,Singapore,271 ms,1085 kB/s
47.243.173.187,2086,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,1048 kB/s
8.218.228.152,8880,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,1045 kB/s
47.76.32.108,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,1037 kB/s
8.217.193.25,8880,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,1030 kB/s
47.236.202.91,8880,TRUE,SIN,Asia Pacific,Singapore,273 ms,1000 kB/s
47.242.232.14,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,979 kB/s
8.217.72.0,8880,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,978 kB/s
8.210.156.6,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,943 kB/s
8.218.174.118,8880,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,943 kB/s
8.217.145.40,80,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,934 kB/s
47.242.202.230,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,911 kB/s
47.238.6.58,8880,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,908 kB/s
8.217.250.222,2095,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,906 kB/s
8.210.34.188,2095,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,903 kB/s
47.57.13.107,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,888 kB/s
8.217.149.28,80,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,886 kB/s
8.218.155.238,2086,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,885 kB/s
8.218.155.238,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,881 kB/s
47.242.202.230,8880,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,877 kB/s
47.76.192.24,8880,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,853 kB/s
8.210.175.109,2052,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,811 kB/s
47.76.32.108,2052,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,811 kB/s
8.219.200.145,80,TRUE,SIN,Asia Pacific,Singapore,277 ms,789 kB/s
8.217.239.116,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,786 kB/s
47.243.169.63,80,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,777 kB/s
47.76.94.15,2052,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,747 kB/s
47.76.214.139,8880,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,715 kB/s
47.76.146.1,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,698 kB/s
8.217.149.28,8880,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,673 kB/s
47.243.74.220,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,664 kB/s
47.243.107.148,2095,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,663 kB/s
8.217.50.252,80,TRUE,HKG,Asia Pacific,Hong Kong,71 ms,661 kB/s
8.210.21.65,2095,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,646 kB/s
47.243.74.220,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,646 kB/s
8.218.243.95,8080,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,636 kB/s
47.242.59.216,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,630 kB/s
8.218.18.235,80,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,630 kB/s
47.76.32.108,2095,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,625 kB/s
47.76.32.108,8880,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,597 kB/s
47.76.94.15,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,580 kB/s
47.243.173.187,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,564 kB/s
47.76.49.246,2082,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,560 kB/s
47.76.32.108,2082,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,554 kB/s
47.76.49.246,2095,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,545 kB/s
47.76.178.146,8080,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,508 kB/s
149.129.8.215,80,TRUE,SJC,North America,San Jose,100 ms,500 kB/s
47.76.146.1,8880,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,466 kB/s
47.242.7.162,2086,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,466 kB/s
8.218.228.152,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,465 kB/s
8.218.201.73,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,449 kB/s
47.236.10.182,80,TRUE,SIN,Asia Pacific,Singapore,289 ms,425 kB/s
8.218.146.204,80,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,394 kB/s
8.210.207.214,2095,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,391 kB/s
47.76.159.146,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,390 kB/s
8.218.243.95,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,384 kB/s
47.242.7.162,2082,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,381 kB/s
47.76.49.246,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,378 kB/s
8.218.143.10,8880,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,376 kB/s
47.243.107.148,8880,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,375 kB/s
8.210.39.96,2082,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,374 kB/s
8.218.8.142,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,374 kB/s
47.57.245.232,80,TRUE,SJC,North America,San Jose,78 ms,370 kB/s
8.218.143.10,2082,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,369 kB/s
8.217.145.40,8880,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,353 kB/s
8.210.207.214,2082,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,346 kB/s
47.238.6.102,2095,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,327 kB/s
47.242.202.230,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,323 kB/s
47.76.146.1,8080,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,321 kB/s
47.238.6.102,8080,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,313 kB/s
8.218.204.128,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,303 kB/s
8.219.240.160,2082,TRUE,SIN,Asia Pacific,Singapore,264 ms,301 kB/s
47.242.7.162,2052,TRUE,HKG,Asia Pacific,Hong Kong,70 ms,261 kB/s
47.76.178.146,80,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,255 kB/s
47.57.14.118,80,TRUE,SJC,North America,San Jose,74 ms,253 kB/s
8.217.91.121,8880,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,249 kB/s
8.217.193.25,8080,TRUE,HKG,Asia Pacific,Hong Kong,71 ms,243 kB/s
8.219.240.160,8080,TRUE,SIN,Asia Pacific,Singapore,284 ms,235 kB/s
8.218.48.92,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,233 kB/s
47.242.7.162,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,229 kB/s
8.218.143.10,2086,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,226 kB/s
8.218.143.10,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,184 kB/s
47.76.178.146,8880,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,165 kB/s
8.210.21.65,8880,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,160 kB/s
47.243.90.180,8880,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,159 kB/s
8.218.143.10,2052,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,155 kB/s
47.243.173.187,2052,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,152 kB/s
8.210.207.214,80,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,148 kB/s
8.219.240.160,2086,TRUE,SIN,Asia Pacific,Singapore,262 ms,147 kB/s
47.242.7.162,8080,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,141 kB/s
8.210.34.188,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,139 kB/s
8.218.143.10,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,135 kB/s
47.76.204.76,8080,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,131 kB/s
8.218.143.10,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,110 kB/s
8.210.65.1,8080,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,109 kB/s
8.212.12.98,80,TRUE,HKG,Asia Pacific,Hong Kong,77 ms,92 kB/s
8.210.207.214,8880,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,76 kB/s
8.218.228.152,2086,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,63 kB/s
8.210.207.214,2086,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,63 kB/s
8.218.204.128,80,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,39 kB/s
47.76.94.15,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,35 kB/s
8.218.228.152,2082,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,29 kB/s
47.243.107.148,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,25 kB/s
8.218.204.128,8080,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,19 kB/s
8.210.207.214,8080,TRUE,HKG,Asia Pacific,Hong Kong,55 ms,14 kB/s
8.218.228.152,2052,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3 kB/s
47.76.26.26,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.243.173.187,8080,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
47.243.169.63,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.243.173.187,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.236.180.51,8080,TRUE,SIN,Asia Pacific,Singapore,287 ms,0 kB/s
8.218.74.119,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.218.52.115,80,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.242.7.162,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.204.76,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.219.113.232,2086,TRUE,SIN,Asia Pacific,Singapore,263 ms,0 kB/s
47.243.183.127,8080,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.217.91.121,8080,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.242.54.157,80,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.76.33.40,8880,TRUE,HKG,Asia Pacific,Hong Kong,72 ms,0 kB/s
47.76.214.139,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.243.183.127,8880,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.242.232.14,8880,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.217.66.3,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.242.232.14,8080,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.76.94.15,80,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.94.15,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.218.18.235,8880,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.217.66.3,2082,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.219.113.232,2052,TRUE,SIN,Asia Pacific,Singapore,274 ms,0 kB/s
47.242.202.230,8080,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.76.94.15,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.242.202.230,2052,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.218.3.198,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.242.174.27,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.242.107.109,2095,TRUE,HKG,Asia Pacific,Hong Kong,71 ms,0 kB/s
8.218.11.90,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.217.50.252,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.217.251.62,8880,TRUE,HKG,Asia Pacific,Hong Kong,74 ms,0 kB/s
47.242.202.230,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.251.62,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.210.175.109,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.217.250.222,80,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.218.122.55,8080,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
8.218.3.198,8080,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.218.188.129,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.217.250.222,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.201.73,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.146.1,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.243.90.180,2052,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.238.6.102,8880,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.76.26.26,8880,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.218.81.14,8880,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.214.139,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.243.173.187,2095,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.76.225.255,8880,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.3.24,8880,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.218.74.119,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.3.24,8080,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
8.218.65.237,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.154.218,2082,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.210.39.96,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.210.39.96,80,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.210.39.96,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.146.204,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.210.39.96,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.228.152,2095,TRUE,HKG,Asia Pacific,Hong Kong,74 ms,0 kB/s
47.243.169.63,2086,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.210.65.1,8880,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.243.107.148,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
