IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,362 ms,2198 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,339 ms,2198 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,387 ms,2196 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,333 ms,2174 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,371 ms,2171 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,385 ms,2164 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,353 ms,2149 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,377 ms,2146 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,379 ms,2145 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,301 ms,2144 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,326 ms,2139 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,303 ms,2134 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,381 ms,2133 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,279 ms,2125 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,347 ms,2117 kB/s
47.237.95.156,2086,false,SIN,Asia Pacific,Singapore,400 ms,2114 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,277 ms,2109 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,340 ms,2108 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,360 ms,2105 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,293 ms,2099 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,292 ms,2090 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,333 ms,2085 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,300 ms,2083 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,303 ms,2081 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,337 ms,2080 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,388 ms,2068 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,344 ms,2063 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,370 ms,2053 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,403 ms,2051 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,382 ms,2039 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,360 ms,2030 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,298 ms,2026 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,404 ms,2020 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,392 ms,2018 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,398 ms,2011 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,395 ms,2008 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,397 ms,2005 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,310 ms,2003 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,401 ms,2001 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,340 ms,1995 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,373 ms,1992 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,377 ms,1975 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,294 ms,1971 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,382 ms,1964 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,370 ms,1963 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,280 ms,1959 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,335 ms,1958 kB/s
47.236.146.249,2052,false,SIN,Asia Pacific,Singapore,306 ms,1958 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,397 ms,1956 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,338 ms,1952 kB/s
47.243.91.58,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,1951 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,284 ms,1946 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,372 ms,1935 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,294 ms,1930 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,337 ms,1928 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,416 ms,1919 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,352 ms,1919 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,330 ms,1917 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,294 ms,1910 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,322 ms,1908 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,299 ms,1904 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,335 ms,1902 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,309 ms,1901 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,370 ms,1890 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,297 ms,1888 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,388 ms,1884 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,321 ms,1882 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,384 ms,1882 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,358 ms,1880 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,370 ms,1880 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,301 ms,1872 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,394 ms,1872 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,380 ms,1869 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,307 ms,1856 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,394 ms,1844 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,299 ms,1843 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,298 ms,1837 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,289 ms,1831 kB/s
47.237.125.8,2052,false,SIN,Asia Pacific,Singapore,297 ms,1829 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,292 ms,1827 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,403 ms,1822 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,346 ms,1822 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,371 ms,1814 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,343 ms,1809 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,281 ms,1802 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,340 ms,1801 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,391 ms,1800 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,377 ms,1785 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,345 ms,1779 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,384 ms,1767 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,385 ms,1766 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,275 ms,1764 kB/s
47.236.202.91,2082,false,SIN,Asia Pacific,Singapore,375 ms,1760 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,308 ms,1760 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,342 ms,1741 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,338 ms,1739 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,410 ms,1732 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,328 ms,1724 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,397 ms,1719 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,345 ms,1716 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,308 ms,1711 kB/s
8.223.3.253,80,false,SIN,Asia Pacific,Singapore,76 ms,1680 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,301 ms,1671 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,377 ms,1665 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,308 ms,1661 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,367 ms,1641 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,375 ms,1641 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,306 ms,1638 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,386 ms,1633 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,279 ms,1628 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,383 ms,1626 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,371 ms,1617 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,342 ms,1614 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,362 ms,1610 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,281 ms,1603 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,325 ms,1602 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,364 ms,1596 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,378 ms,1559 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,352 ms,1543 kB/s
47.76.204.76,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1535 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,399 ms,1531 kB/s
47.76.178.146,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,1530 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,359 ms,1521 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,374 ms,1518 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,382 ms,1503 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,406 ms,1495 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,380 ms,1489 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,332 ms,1487 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,367 ms,1482 kB/s
47.237.125.8,80,false,SIN,Asia Pacific,Singapore,318 ms,1476 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,379 ms,1475 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,345 ms,1469 kB/s
8.219.77.141,80,false,SJC,North America,San Jose,280 ms,1464 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,387 ms,1438 kB/s
47.76.29.115,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,1437 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,336 ms,1411 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,378 ms,1407 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,326 ms,1405 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,347 ms,1401 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,319 ms,1394 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,385 ms,1380 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,287 ms,1371 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,293 ms,1363 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,281 ms,1356 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,398 ms,1349 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,346 ms,1300 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,390 ms,1296 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,379 ms,1294 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,371 ms,1288 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,367 ms,1288 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,364 ms,1277 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,385 ms,1254 kB/s
47.76.214.139,80,false,HKG,Asia Pacific,Hong Kong,71 ms,1246 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,366 ms,1244 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,316 ms,1203 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,335 ms,1184 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,408 ms,1174 kB/s
47.238.6.58,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,1164 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,324 ms,1148 kB/s
47.76.77.103,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,1128 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,307 ms,1104 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,312 ms,1096 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,299 ms,1079 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,361 ms,1072 kB/s
47.76.98.98,80,false,HKG,Asia Pacific,Hong Kong,55 ms,1049 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,377 ms,1020 kB/s
47.76.49.246,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,995 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,393 ms,983 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,300 ms,978 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,392 ms,946 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,309 ms,923 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,67 ms,860 kB/s
47.76.77.103,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,718 kB/s
47.76.77.103,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,644 kB/s
47.76.29.115,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,599 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,570 kB/s
47.76.204.76,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,566 kB/s
47.76.49.246,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,545 kB/s
47.76.26.26,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,511 kB/s
47.76.49.246,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,483 kB/s
47.243.91.58,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,441 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,434 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,428 kB/s
47.76.37.57,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,413 kB/s
47.76.49.246,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,406 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,55 ms,379 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,363 ms,368 kB/s
47.243.91.58,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,365 kB/s
47.76.29.115,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,361 kB/s
47.238.6.58,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,350 kB/s
47.76.29.115,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,324 kB/s
47.76.77.103,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,318 kB/s
47.238.6.58,2052,false,HKG,Asia Pacific,Hong Kong,70 ms,308 kB/s
47.76.98.98,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,295 kB/s
47.76.29.115,80,false,HKG,Asia Pacific,Hong Kong,58 ms,283 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,69 ms,283 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,257 kB/s
47.76.98.98,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,253 kB/s
47.238.6.58,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,224 kB/s
149.129.8.215,80,false,SJC,North America,San Jose,108 ms,205 kB/s
47.76.178.146,8880,false,HKG,Asia Pacific,Hong Kong,70 ms,198 kB/s
47.76.37.57,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,195 kB/s
47.238.6.58,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,188 kB/s
47.238.6.58,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,186 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,317 ms,166 kB/s
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,321 ms,156 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,79 ms,85 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,311 ms,53 kB/s
47.57.14.118,80,false,SJC,North America,San Jose,65 ms,52 kB/s
47.76.29.115,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,5 kB/s
47.238.6.58,80,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,401 ms,0 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,304 ms,0 kB/s
47.76.49.246,80,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,387 ms,0 kB/s
47.76.77.103,80,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.49.246,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,415 ms,0 kB/s
47.76.37.57,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,388 ms,0 kB/s
47.76.98.98,2052,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
47.76.98.98,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.32.108,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.37.57,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,390 ms,0 kB/s
47.76.26.26,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.243.91.58,80,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.76.146.1,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.214.139,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.76.146.1,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,63 ms,0 kB/s
47.76.146.1,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.178.146,80,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.76.178.146,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,284 ms,0 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,366 ms,0 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,361 ms,0 kB/s
